Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
285,160,RL,39,15521,Grvl,Grvl,IR1,Bnk,AllPub,Inside,Sev,Port Mary,Artery,Feedr,1Fam,1.5Fin,6,2,1938,1915,Hip,Metal,HdBoard,HdBoard,BrkFace,337,Fa,Ex,PConc,TA,No,Gd,Rec,1489,LwQ,621,587,746,GasA,TA,N,FuseF,1878,1079,32,3889,2,1,1,1,1,1,TA,4,Typ,2,TA,Detchd,1911,Unf,0,400,Fa,No,N,203,390,39,4,3,308,nan,nan,Gar2,156,10,2006,Con,Abnorml
286,160,RM,61,14322,Pave,nan,IR2,Low,AllPub,Corner,Sev,Huffmanbury,Artery,Artery,TwnhsE,1Story,6,4,1909,1981,Mansard,Tar&Grv,BrkFace,HdBoard,None,247,Ex,Gd,CBlock,TA,TA,Mn,ALQ,677,LwQ,526,332,2733,Wall,Ex,Y,SBrkr,1522,131,139,3832,2,0,3,1,3,1,Ex,11,Min1,0,No,Attchd,2020,Unf,1,784,TA,TA,N,474,417,173,61,19,593,Fa,GdPrv,Othr,2759,12,2011,WD,Partial
287,40,RL,39,8420,Pave,nan,IR1,Low,AllPub,Inside,Gtl,West Nicholas,Artery,Artery,2FmCon,SLvl,2,2,1947,1906,Gable,CompShg,CemntBd,MetalSd,BrkFace,418,Fa,TA,Slab,Ex,Fa,Mn,No,552,Unf,13,363,163,GasA,TA,N,FuseF,1865,258,79,3405,2,1,0,0,2,1,Ex,6,Sev,2,No,Attchd,2007,RFn,3,886,TA,Gd,Y,378,118,388,7,11,717,TA,MnPrv,Othr,568,9,2018,COD,AdjLand
288,160,RL,64,18939,Pave,Grvl,IR2,Low,AllPub,Corner,Gtl,West Anthonymouth,Artery,Norm,2FmCon,1.5Fin,6,5,1991,1921,Hip,Metal,MetalSd,MetalSd,Stone,336,Gd,TA,CBlock,TA,TA,Gd,GLQ,526,LwQ,693,687,1387,GasA,Fa,Y,FuseF,1512,829,13,3701,1,0,1,0,1,1,TA,4,Min1,0,Gd,CarPort,1990,RFn,0,618,Fa,No,N,101,475,439,197,141,553,Gd,GdPrv,nan,4364,3,2010,COD,AdjLand
289,120,RL,56,19903,Grvl,nan,IR2,Lvl,AllPub,Inside,Sev,North Richard,PosN,Norm,Twnhs,2Story,8,2,1915,1981,Gable,Tar&Grv,CemntBd,CemntBd,CBlock,396,TA,TA,PConc,Gd,No,Mn,Rec,1486,Rec,1104,709,1102,Grav,TA,N,SBrkr,1589,146,167,1211,0,0,2,0,3,1,Ex,7,Mod,0,Gd,Basment,1952,Unf,0,244,Ex,No,N,294,43,227,133,116,552,nan,MnWw,Othr,2127,3,2008,COD,Alloca
290,20,RH,69,9636,Grvl,Grvl,IR2,Low,AllPub,Inside,Gtl,Wheelerview,Norm,PosN,TwnhsE,1.5Fin,2,5,1997,1920,Flat,Metal,VinylSd,HdBoard,Stone,262,Gd,Ex,BrkTil,No,Fa,Av,No,576,LwQ,1181,58,293,Grav,Fa,N,SBrkr,718,676,118,1019,2,1,2,0,3,1,TA,3,Sal,2,Ex,BuiltIn,1938,Fin,1,486,Gd,TA,P,222,216,266,198,197,261,TA,MnWw,nan,4587,4,2009,WD,Abnorml
291,160,RM,69,8585,Grvl,Grvl,IR2,Low,AllPub,Inside,Mod,Johnview,Norm,Norm,1Fam,1.5Fin,9,1,2007,2011,Mansard,Metal,CemntBd,HdBoard,BrkFace,440,Gd,Gd,Slab,No,Gd,Av,LwQ,1491,ALQ,519,958,2557,GasA,Gd,N,SBrkr,403,882,69,3066,2,1,1,1,1,1,Gd,7,Maj2,2,Gd,Detchd,1915,RFn,0,364,Gd,Fa,Y,425,486,23,71,88,740,Gd,MnPrv,Gar2,22,2,2019,New,Alloca
292,60,RL,22,13036,Grvl,Grvl,IR2,Bnk,AllPub,Corner,Mod,Jamesmouth,Norm,Feedr,TwnhsE,SLvl,9,8,1976,1977,Gable,CompShg,HdBoard,VinylSd,CBlock,269,TA,Fa,CBlock,Gd,No,Gd,GLQ,1059,ALQ,405,510,2742,GasA,TA,N,FuseA,907,953,197,1596,1,1,3,1,3,1,Ex,3,Min2,2,Ex,Detchd,1932,Unf,3,818,Gd,TA,P,76,360,470,46,195,121,Gd,GdWo,Othr,3920,9,2014,Con,AdjLand
293,20,RH,38,6600,Pave,Pave,IR1,Low,AllPub,CulDSac,Mod,Solisbury,PosN,Norm,Twnhs,1Story,1,3,2003,1987,Mansard,Tar&Grv,CemntBd,MetalSd,None,477,Gd,Ex,BrkTil,No,Ex,No,LwQ,1491,BLQ,637,102,2055,GasA,Gd,N,FuseF,1174,519,88,1212,1,1,2,0,4,1,Ex,7,Sev,1,Ex,BuiltIn,1980,RFn,2,542,Gd,TA,Y,256,220,324,187,157,86,TA,MnWw,Othr,4983,5,2012,ConLw,Alloca
294,120,RM,21,9432,Grvl,Grvl,IR2,Low,AllPub,Corner,Sev,South John,Artery,Artery,1Fam,1Story,6,7,1996,1905,Hip,Metal,CemntBd,BrkFace,Stone,107,Gd,Gd,CBlock,Ex,Fa,Av,No,316,No,364,40,1302,Grav,TA,Y,FuseA,1455,1203,119,3311,0,0,3,0,3,1,TA,3,Sal,1,Fa,Attchd,1946,Fin,0,710,Gd,No,Y,30,448,418,195,137,87,Ex,GdPrv,Shed,3625,1,2008,New,Abnorml
295,160,RH,36,17938,Pave,nan,IR1,HLS,AllPub,CulDSac,Mod,East Sarah,PosN,Norm,1Fam,2Story,6,5,1941,1949,Flat,Metal,HdBoard,CemntBd,CBlock,155,Ex,Fa,PConc,Ex,Ex,Av,No,1255,No,888,1418,1518,Grav,Gd,Y,SBrkr,1445,179,131,1546,1,1,1,1,3,1,Gd,6,Maj1,0,Ex,Detchd,1987,Fin,1,979,Ex,Fa,N,468,38,346,113,145,284,Fa,nan,Gar2,2501,4,2014,WD,Abnorml
296,160,FV,44,10414,Grvl,Grvl,Reg,HLS,AllPub,CulDSac,Gtl,West Billyville,Feedr,Feedr,Duplex,1Story,6,3,1983,1931,Mansard,Metal,CemntBd,VinylSd,Stone,68,TA,Gd,Slab,No,Gd,No,ALQ,1447,Rec,991,1218,1908,Wall,Fa,Y,FuseA,915,516,0,3254,1,1,1,0,2,1,Fa,7,Maj1,2,Fa,Detchd,1941,Fin,0,575,No,Gd,Y,330,252,137,128,127,581,nan,nan,Shed,4147,11,2010,COD,Alloca
297,30,FV,37,5987,Grvl,nan,IR1,HLS,AllPub,Inside,Sev,Hunterberg,Norm,PosN,Duplex,1.5Fin,9,1,1951,1927,Hip,Tar&Grv,BrkFace,BrkFace,None,400,Ex,Gd,Slab,Fa,Fa,No,Unf,858,Unf,864,994,1412,GasW,Fa,Y,FuseF,1374,1305,147,2986,1,1,1,0,1,1,Gd,6,Mod,1,No,BuiltIn,1957,Unf,0,687,No,No,Y,469,248,189,66,17,473,nan,MnPrv,nan,1357,9,2009,Con,Normal
298,20,RM,58,16156,Pave,nan,Reg,HLS,AllPub,Corner,Mod,Meghanland,Feedr,Artery,Twnhs,1.5Fin,4,4,1932,1903,Gable,CompShg,BrkFace,BrkFace,None,289,Gd,Ex,Slab,No,TA,Gd,BLQ,1086,Unf,799,728,1867,GasW,Ex,Y,FuseF,1287,527,167,440,1,0,3,1,2,1,TA,3,Maj1,2,Fa,Basment,1977,RFn,3,893,Ex,Fa,Y,173,157,71,65,179,70,Ex,MnPrv,Shed,1499,11,2009,WD,Alloca
299,120,RH,70,14810,Pave,Pave,IR3,Lvl,AllPub,Inside,Gtl,North Danielle,Norm,PosN,TwnhsE,2Story,7,8,2017,1934,Mansard,Metal,MetalSd,CemntBd,Stone,424,Gd,Gd,Slab,Fa,No,No,BLQ,833,No,773,788,764,GasW,Fa,Y,FuseA,1777,814,74,1803,2,0,1,0,3,1,Ex,5,Min2,0,No,No,2020,RFn,2,303,TA,TA,Y,286,261,242,174,66,789,Fa,GdWo,Shed,51,9,2014,WD,Partial
300,30,RL,22,7355,Grvl,Pave,IR2,Lvl,AllPub,CulDSac,Mod,North Sarahmouth,PosN,PosN,TwnhsE,2Story,9,5,1966,1956,Gable,CompShg,BrkFace,CemntBd,Stone,248,Gd,Ex,CBlock,Gd,TA,No,Rec,1077,No,1371,440,2395,GasA,Fa,Y,SBrkr,443,1366,149,3067,2,0,2,1,3,1,Fa,4,Sev,2,TA,BuiltIn,1951,RFn,3,988,No,Ex,P,230,312,144,48,3,433,TA,MnWw,Shed,1828,7,2018,WD,Normal
301,120,RH,85,18807,Pave,nan,IR1,Bnk,AllPub,CulDSac,Gtl,Meganchester,PosN,PosN,2FmCon,SLvl,7,1,1911,2015,Gable,CompShg,VinylSd,CemntBd,CBlock,19,Gd,Gd,CBlock,Gd,Gd,No,ALQ,1284,GLQ,165,363,2443,Grav,Gd,N,FuseP,1877,731,80,2148,2,0,2,0,4,1,Fa,11,Typ,0,Gd,Detchd,1903,RFn,3,747,No,No,N,12,342,492,186,38,649,Fa,MnPrv,Shed,3939,9,2019,WD,Normal
302,20,FV,50,18977,Grvl,nan,Reg,Lvl,AllPub,Inside,Gtl,Port Timothymouth,Feedr,Feedr,1Fam,2Story,8,5,1971,1918,Mansard,CompShg,VinylSd,VinylSd,None,411,TA,Ex,CBlock,No,Ex,Mn,BLQ,1308,ALQ,1298,672,571,GasW,Gd,Y,SBrkr,951,272,27,3345,1,0,2,0,4,1,TA,4,Mod,0,Fa,Basment,1914,Unf,3,904,Ex,No,N,387,372,339,52,41,559,nan,nan,nan,4254,9,2018,COD,AdjLand
303,40,RM,45,18204,Pave,Grvl,IR3,Bnk,AllPub,Corner,Sev,Davisfort,Norm,Norm,Twnhs,1Story,4,1,1982,1983,Flat,Metal,MetalSd,CemntBd,CBlock,94,TA,Ex,PConc,TA,TA,Av,GLQ,1369,ALQ,826,1321,1525,Grav,TA,N,FuseF,1114,789,170,2587,1,0,2,1,2,1,Fa,4,Sal,0,TA,No,1918,Unf,1,437,No,Gd,Y,338,113,120,156,46,89,nan,GdPrv,Gar2,2049,3,2011,WD,Abnorml
304,20,RL,88,10995,Grvl,nan,Reg,Bnk,AllPub,CulDSac,Mod,Lake Sydney,Norm,Artery,2FmCon,2Story,4,4,1931,1995,Gable,CompShg,BrkFace,MetalSd,None,113,Fa,Gd,BrkTil,Fa,Fa,Gd,No,41,LwQ,940,1247,2814,GasA,TA,Y,SBrkr,1674,48,194,2263,1,1,0,1,1,1,Ex,7,Min2,1,Fa,CarPort,2008,RFn,3,666,No,Ex,P,424,191,25,75,196,523,Fa,nan,Shed,4859,2,2006,COD,Family
305,120,RH,38,5908,Pave,Pave,IR3,Bnk,AllPub,CulDSac,Mod,New Matthewview,PosN,Norm,Twnhs,1.5Fin,3,3,1953,1904,Flat,CompShg,HdBoard,CemntBd,CBlock,47,Ex,TA,PConc,Gd,Fa,No,BLQ,656,ALQ,1450,768,1918,GasA,Fa,Y,FuseA,1600,467,27,2513,0,1,2,1,4,1,Fa,8,Maj1,2,Fa,Basment,1987,Fin,2,536,No,Ex,P,93,389,426,177,160,763,Gd,MnPrv,Gar2,2343,5,2012,New,Normal
306,30,RH,29,12232,Pave,Pave,Reg,Bnk,AllPub,Corner,Sev,Andrewsville,PosN,Artery,Twnhs,SLvl,2,4,1915,1901,Hip,CompShg,VinylSd,MetalSd,BrkFace,309,Fa,Fa,Slab,Ex,Gd,Av,ALQ,780,ALQ,1453,1033,2689,GasA,Fa,Y,FuseF,1177,131,86,3402,0,1,0,0,3,1,TA,11,Mod,1,Fa,Attchd,1949,Unf,0,107,Ex,Fa,Y,35,9,38,187,43,339,Ex,nan,nan,540,2,2008,WD,Abnorml
307,20,RL,30,17144,Pave,nan,IR1,Lvl,AllPub,Inside,Gtl,South Jamesmouth,Norm,Artery,2FmCon,SLvl,3,5,1909,1940,Hip,Tar&Grv,CemntBd,VinylSd,CBlock,131,TA,Gd,PConc,Fa,No,Mn,ALQ,218,GLQ,134,1135,641,Wall,TA,N,FuseF,551,1150,196,1707,1,1,3,0,1,1,Ex,9,Sal,1,Ex,Basment,1931,Unf,2,603,Gd,Gd,Y,436,143,399,54,172,492,Fa,GdWo,Othr,2122,4,2006,ConLw,AdjLand
308,60,RM,75,7643,Grvl,Pave,Reg,Low,AllPub,Corner,Sev,Higginstown,Artery,Feedr,TwnhsE,1.5Fin,7,4,1906,1972,Hip,Tar&Grv,CemntBd,VinylSd,BrkFace,373,Ex,Gd,PConc,Ex,Gd,Av,Rec,683,Unf,501,655,2539,GasW,TA,Y,FuseP,1920,1371,60,3266,2,0,1,0,4,1,Ex,8,Maj1,0,Ex,Attchd,1964,Fin,1,498,TA,Ex,Y,266,431,358,187,155,632,TA,MnPrv,nan,2267,7,2012,WD,Partial
309,40,RM,37,11217,Grvl,nan,Reg,Low,AllPub,Corner,Gtl,Sandrahaven,PosN,Feedr,TwnhsE,1Story,8,7,1951,1941,Flat,CompShg,VinylSd,CemntBd,CBlock,332,TA,Ex,PConc,Fa,TA,Av,No,747,Rec,1088,9,837,Wall,TA,Y,FuseA,1643,437,56,3514,1,1,3,1,2,1,Ex,4,Typ,1,Gd,Attchd,2001,RFn,1,798,Gd,Ex,P,258,149,473,102,182,606,Ex,MnWw,Shed,4873,12,2017,COD,Alloca
310,30,RL,43,6245,Grvl,Pave,Reg,Bnk,AllPub,CulDSac,Gtl,Mooreland,Feedr,Norm,2FmCon,2Story,8,1,1961,1904,Flat,Tar&Grv,VinylSd,VinylSd,BrkFace,94,Fa,Fa,CBlock,Fa,Gd,Av,ALQ,1177,No,316,669,1938,Wall,TA,Y,FuseP,1238,1343,35,2264,0,1,3,0,4,1,TA,11,Typ,2,No,BuiltIn,1984,Fin,3,309,Fa,No,N,11,427,140,71,29,306,Gd,MnPrv,Othr,4230,11,2014,COD,Normal
311,60,RM,96,13631,Pave,Pave,IR2,Bnk,AllPub,Inside,Sev,Bullockton,Artery,Norm,1Fam,1.5Fin,2,5,1975,1981,Gable,Metal,HdBoard,MetalSd,Stone,230,Gd,TA,PConc,Gd,Ex,Av,BLQ,1268,ALQ,1284,130,1873,Wall,TA,Y,SBrkr,1950,73,34,2627,1,1,2,1,4,1,Fa,9,Sev,1,No,2Types,1911,RFn,0,112,Ex,Gd,P,177,364,121,139,92,422,Fa,nan,Gar2,1849,3,2019,Con,Alloca
312,30,RL,77,17071,Pave,nan,IR3,HLS,AllPub,Inside,Gtl,Shelleyshire,Feedr,Artery,Twnhs,SLvl,6,6,2016,1900,Hip,CompShg,VinylSd,MetalSd,None,12,Gd,Ex,Slab,TA,Fa,Gd,No,793,Rec,1236,15,1246,GasW,TA,N,FuseA,1593,909,131,3777,0,1,1,0,2,1,Ex,10,Maj2,0,TA,Detchd,2011,Unf,0,912,TA,TA,Y,36,480,284,144,111,141,TA,nan,Shed,462,3,2013,WD,Alloca
313,60,RL,99,11916,Pave,Grvl,Reg,Lvl,AllPub,CulDSac,Mod,East Kendrashire,Norm,Artery,2FmCon,1.5Fin,7,7,1981,1925,Flat,CompShg,BrkFace,MetalSd,BrkFace,305,Ex,Gd,PConc,No,Gd,Gd,GLQ,1070,ALQ,702,1163,677,GasA,Fa,Y,FuseF,1421,142,185,1515,2,0,1,1,3,1,TA,8,Min1,2,No,Detchd,1974,Unf,0,219,Gd,TA,N,288,109,262,12,17,319,nan,nan,nan,496,9,2010,ConLw,Abnorml
314,40,RM,52,7663,Grvl,Pave,IR3,Bnk,AllPub,Corner,Gtl,Port Peter,PosN,Artery,Duplex,SLvl,9,9,1966,1947,Hip,CompShg,BrkFace,VinylSd,Stone,217,Fa,Ex,BrkTil,Ex,TA,Gd,ALQ,1421,BLQ,53,304,2577,GasW,Fa,Y,FuseF,1871,1145,141,3587,2,0,3,0,1,1,Ex,4,Min1,1,No,BuiltIn,2007,RFn,1,975,Ex,Gd,Y,163,335,286,19,142,739,nan,nan,nan,3496,10,2009,New,Alloca
315,120,RH,21,11630,Pave,Pave,IR3,Lvl,AllPub,CulDSac,Sev,Ibarrastad,Feedr,Artery,TwnhsE,1Story,7,7,1914,1959,Hip,Tar&Grv,BrkFace,MetalSd,None,479,TA,TA,BrkTil,Fa,Gd,No,ALQ,167,No,401,806,2860,GasA,Fa,Y,FuseA,1797,1068,43,1934,2,1,2,0,3,1,Fa,5,Maj1,2,Fa,Attchd,1955,Fin,3,907,Ex,No,P,268,344,278,52,135,493,Ex,MnPrv,Gar2,1425,2,2007,ConLw,Family
316,20,RH,55,10061,Grvl,Pave,IR2,Low,AllPub,Inside,Mod,East Calebmouth,PosN,Norm,Duplex,1Story,4,9,1938,1915,Gable,CompShg,VinylSd,MetalSd,CBlock,107,TA,TA,PConc,Gd,No,Av,BLQ,1443,ALQ,1179,1370,1128,GasW,Fa,Y,FuseF,674,952,56,3877,1,0,3,1,2,1,Gd,9,Maj1,2,No,Detchd,1905,Unf,2,567,No,Ex,P,424,220,165,101,59,732,TA,MnWw,Gar2,4046,12,2015,Con,Partial
317,40,RL,44,18221,Grvl,Pave,IR2,Low,AllPub,CulDSac,Sev,Caldwellfurt,Norm,Feedr,TwnhsE,1.5Fin,2,2,1981,1917,Gable,CompShg,VinylSd,VinylSd,CBlock,401,Fa,Fa,CBlock,TA,Fa,No,Unf,648,LwQ,530,159,987,Grav,Fa,N,FuseA,1685,50,197,1948,0,1,0,1,4,1,TA,10,Maj2,2,Fa,2Types,1944,Unf,2,831,Gd,No,P,36,260,317,144,98,584,Ex,GdWo,Gar2,3955,6,2011,Con,Alloca
318,120,RH,92,12254,Grvl,Pave,IR3,Bnk,AllPub,Inside,Gtl,Lake John,Norm,Artery,TwnhsE,2Story,4,5,1922,2009,Flat,CompShg,CemntBd,BrkFace,CBlock,131,Fa,Gd,CBlock,No,Ex,Gd,Unf,1468,Rec,1459,385,1359,GasW,Ex,N,SBrkr,440,529,75,2413,1,1,2,1,1,1,TA,11,Maj1,2,Fa,2Types,1906,Fin,0,157,Gd,Gd,Y,331,157,441,111,156,391,TA,GdWo,Gar2,1114,8,2016,ConLw,AdjLand
319,160,RL,20,18245,Grvl,Pave,IR1,Low,AllPub,CulDSac,Sev,Rodriguezburgh,Feedr,Feedr,Twnhs,SLvl,5,4,2016,1989,Mansard,CompShg,VinylSd,MetalSd,CBlock,382,Fa,Ex,Slab,No,Fa,Gd,BLQ,893,Unf,778,1488,2048,GasW,Fa,N,SBrkr,694,881,114,1892,1,1,2,1,4,1,TA,10,Typ,1,No,2Types,1963,Unf,1,221,TA,Fa,P,23,51,354,182,14,626,TA,GdWo,Othr,3919,4,2020,New,Family
320,160,RM,55,8955,Grvl,nan,Reg,Low,AllPub,Inside,Sev,Deborahville,Norm,Artery,Duplex,2Story,9,1,1940,1916,Hip,Tar&Grv,MetalSd,BrkFace,Stone,274,Fa,TA,CBlock,Gd,Fa,Gd,Unf,886,LwQ,1315,79,2173,Grav,Ex,N,FuseP,1221,920,135,1785,0,0,3,1,4,1,Ex,9,Min2,0,Fa,BuiltIn,1983,Unf,3,867,Fa,Fa,P,440,453,267,68,43,285,Gd,MnPrv,Gar2,2852,4,2015,COD,Alloca
321,30,RM,91,8119,Grvl,Grvl,Reg,Lvl,AllPub,Inside,Gtl,North Monicachester,Artery,PosN,TwnhsE,1.5Fin,1,4,1942,1917,Flat,Tar&Grv,MetalSd,HdBoard,None,142,Gd,Ex,PConc,Gd,TA,Mn,GLQ,1436,ALQ,483,974,203,GasA,TA,Y,FuseF,878,602,172,2538,1,0,3,0,1,1,Fa,3,Mod,0,Gd,CarPort,1961,Unf,2,578,Fa,Fa,P,121,219,42,2,108,599,TA,MnPrv,nan,2601,1,2015,ConLw,AdjLand
322,60,FV,67,8499,Pave,nan,IR3,Low,AllPub,CulDSac,Gtl,New Eric,Artery,Norm,Duplex,2Story,1,1,1945,1914,Mansard,Metal,MetalSd,CemntBd,CBlock,52,Ex,Fa,PConc,Ex,Gd,Av,LwQ,940,GLQ,504,1072,2726,GasW,Ex,N,FuseA,1737,969,187,3287,2,0,3,0,1,1,Fa,8,Maj1,1,Ex,BuiltIn,2021,Unf,2,399,Fa,No,P,142,463,423,94,193,107,Gd,GdWo,Othr,126,9,2013,WD,Family
323,40,RH,78,18304,Grvl,Pave,Reg,HLS,AllPub,Corner,Gtl,Port Tylerborough,Norm,Norm,1Fam,SLvl,9,9,1986,1968,Hip,CompShg,HdBoard,CemntBd,CBlock,243,Gd,Fa,Slab,No,Ex,Gd,Rec,723,No,553,455,857,Grav,Ex,Y,SBrkr,1896,1289,72,2176,2,0,2,0,1,1,TA,4,Min1,0,No,BuiltIn,2008,RFn,2,277,TA,Ex,Y,127,304,266,195,127,493,Fa,MnPrv,Gar2,3673,11,2019,ConLw,Alloca
324,40,RH,24,15922,Grvl,Pave,Reg,Low,AllPub,CulDSac,Sev,New Raymond,PosN,PosN,TwnhsE,1Story,1,1,1908,2005,Hip,Tar&Grv,HdBoard,CemntBd,None,272,Gd,TA,PConc,TA,Gd,Mn,ALQ,447,ALQ,468,986,1350,GasW,Gd,N,FuseF,1653,698,100,810,2,1,0,1,3,1,Fa,6,Typ,0,Fa,2Types,1975,RFn,2,873,Gd,Ex,P,22,199,216,42,26,89,nan,MnPrv,nan,4799,3,2012,WD,Abnorml
325,40,FV,91,18690,Grvl,Grvl,IR1,Bnk,AllPub,CulDSac,Mod,Alexisfort,Artery,Feedr,2FmCon,1.5Fin,7,2,2010,1925,Gable,Tar&Grv,BrkFace,MetalSd,CBlock,416,Fa,TA,CBlock,Fa,TA,Av,No,1009,LwQ,764,156,582,Grav,Gd,Y,FuseP,913,353,34,2462,2,1,3,1,1,1,Gd,5,Maj1,2,No,Detchd,1978,Fin,2,120,Ex,Ex,P,128,285,271,166,171,15,Fa,MnWw,Othr,4620,10,2011,COD,Alloca
326,20,RM,37,10350,Grvl,nan,Reg,Lvl,AllPub,CulDSac,Mod,Sophiaport,Norm,Artery,1Fam,SLvl,3,3,1961,1910,Gable,CompShg,MetalSd,HdBoard,BrkFace,355,Ex,TA,CBlock,Ex,TA,Av,GLQ,1025,Rec,541,733,2978,GasA,TA,N,FuseA,465,1119,3,3086,1,0,2,0,1,1,Ex,7,Maj2,0,TA,No,1964,Fin,2,89,Gd,Gd,P,471,54,348,107,176,316,nan,GdPrv,Gar2,2532,1,2006,Con,AdjLand
327,60,RL,59,14132,Pave,nan,IR3,HLS,AllPub,Inside,Sev,North Cynthia,Norm,Norm,Duplex,2Story,3,9,1976,1957,Flat,Tar&Grv,BrkFace,HdBoard,BrkFace,352,Gd,Gd,Slab,No,No,No,ALQ,867,GLQ,909,82,2630,Grav,Gd,Y,FuseP,1140,1016,126,1884,1,1,2,1,3,1,Gd,4,Mod,0,TA,Basment,1906,Fin,1,866,Ex,Fa,Y,312,262,79,23,93,41,Fa,nan,Gar2,1037,7,2019,Con,Abnorml
328,120,RL,55,10811,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Port Veronica,Norm,Feedr,TwnhsE,1.5Fin,2,9,1920,1905,Flat,Metal,VinylSd,CemntBd,CBlock,168,TA,TA,Slab,No,No,Gd,LwQ,658,GLQ,1242,488,313,Wall,Gd,Y,FuseP,984,85,2,925,0,0,0,1,4,1,Fa,4,Min1,1,Ex,CarPort,1999,RFn,3,246,Ex,Ex,N,487,120,186,156,68,333,Fa,nan,Shed,2272,5,2016,Con,Alloca
329,20,RH,57,13699,Pave,Grvl,Reg,HLS,AllPub,Corner,Gtl,Port Colleen,Artery,PosN,1Fam,2Story,8,1,1994,1931,Hip,Tar&Grv,HdBoard,HdBoard,None,436,Fa,Gd,PConc,TA,TA,Av,Unf,1128,GLQ,645,78,2201,GasA,Ex,N,SBrkr,600,1025,114,3702,1,0,3,1,4,1,TA,5,Typ,1,Gd,Detchd,1926,RFn,1,437,No,No,Y,72,291,384,15,171,580,TA,MnWw,nan,573,6,2011,ConLw,Family
330,60,RL,21,9271,Grvl,Grvl,Reg,HLS,AllPub,CulDSac,Mod,New John,Feedr,Artery,2FmCon,1.5Fin,4,6,2012,1993,Gable,Tar&Grv,HdBoard,MetalSd,CBlock,160,Fa,Fa,CBlock,No,Ex,Gd,No,1063,No,912,1250,738,GasW,Fa,N,FuseA,1324,127,25,1558,1,1,2,0,4,1,TA,8,Min1,2,Gd,Detchd,1959,RFn,1,907,Fa,Gd,N,342,20,345,40,160,110,Fa,MnWw,Shed,1624,1,2009,WD,Family
331,30,FV,65,7751,Pave,nan,IR1,Low,AllPub,Corner,Mod,West Ricardoland,Artery,Artery,TwnhsE,1.5Fin,2,6,2005,2015,Flat,Tar&Grv,VinylSd,HdBoard,CBlock,201,Fa,Ex,CBlock,TA,TA,No,Unf,936,LwQ,793,353,666,Grav,TA,N,SBrkr,1617,1130,38,1575,0,0,3,1,1,1,TA,8,Mod,1,No,Detchd,1966,Fin,3,233,Ex,TA,Y,16,477,14,170,149,620,nan,GdWo,nan,3346,3,2012,WD,AdjLand
332,40,RH,24,6734,Grvl,Pave,IR1,Bnk,AllPub,Inside,Mod,Lisabury,Norm,Feedr,2FmCon,1.5Fin,1,9,1931,1973,Hip,CompShg,VinylSd,CemntBd,Stone,281,Gd,Fa,CBlock,Fa,No,No,LwQ,989,Unf,2,1075,342,GasA,TA,N,FuseP,1773,1394,48,2063,1,0,1,0,4,1,Ex,6,Mod,1,No,Basment,1946,Unf,2,120,Fa,Ex,P,368,438,161,113,180,402,Gd,GdWo,nan,826,4,2008,New,Family
333,30,FV,37,16713,Grvl,nan,IR3,Bnk,AllPub,CulDSac,Sev,Rodneymouth,Artery,Artery,TwnhsE,2Story,4,9,1999,1953,Flat,CompShg,VinylSd,HdBoard,Stone,494,Fa,Ex,CBlock,Gd,TA,Mn,Unf,686,GLQ,546,871,2956,GasW,TA,N,FuseF,1207,1333,35,2507,0,1,0,0,1,1,Fa,5,Min1,1,Fa,Attchd,1965,RFn,0,625,Fa,Fa,N,101,270,25,100,46,9,Ex,GdWo,nan,590,10,2010,COD,AdjLand
334,20,RL,58,6476,Grvl,Pave,IR3,HLS,AllPub,Corner,Sev,Ashleymouth,Norm,Feedr,1Fam,1.5Fin,1,3,1971,1966,Mansard,CompShg,BrkFace,BrkFace,CBlock,485,Gd,Gd,CBlock,No,Gd,Mn,Unf,1058,BLQ,1111,1007,2358,GasA,TA,Y,FuseF,1451,1242,149,2913,1,0,0,0,4,1,Gd,3,Typ,2,TA,CarPort,1912,Fin,2,914,Ex,Ex,Y,456,227,432,130,146,785,TA,nan,Othr,830,11,2009,ConLw,Family
